time_stamp,veh_0,veh_1,veh_2,veh_3,veh_4,veh_5,veh_6,veh_7,veh_8,veh_9,veh_10,veh_11,veh_12,veh_13,veh_14,veh_15,veh_16,veh_17,veh_18,veh_19
1023,"['11.72', '12625.97']","['7', '7380.66']","['10.18', '10448.36']","['13.61', '13470.71']","['11.66', '11206.25']","['2.35', '2793.26']","['11.72', '11785.87']","['5.35', '5069.53']","['7.44', '7207.6']","['4.27', '3839.79']","['14.1', '13501.57']","['11.56', '10806.69']","['12.01', '11653.13']","['14.74', '14647.31']","['9.53', '9180.92']","['7.15', '6599.44']","['4.47', '4619.47']","['7.84', '7166.6']","['7.78', '6937.81']","['17.04', '15739.59']"
1024,"['11.81', '12637.78']","['6.79', '7387.45']","['10.68', '10459.04']","['12.89', '13483.6']","['11.1', '11217.35']","['2.16', '2795.42']","['11.65', '11797.52']","['4.59', '5074.13']","['6.79', '7214.39']","['4.26', '3844.05']","['13.63', '13515.2']","['11.45', '10818.14']","['12.38', '11665.51']","['15.22', '14662.53']","['9.24', '9190.16']","['6.41', '6605.85']","['4.34', '4623.81']","['6.92', '7173.51']","['7.5', '6945.31']","['16.93', '15756.53']"
1025,"['12.51', '12650.29']","['6.99', '7394.44']","['10.9', '10469.94']","['13.39', '13496.99']","['11.06', '11228.42']","['3.01', '2798.43']","['11.84', '11809.36']","['4.74', '5078.87']","['7', '7221.39']","['4.07', '3848.12']","['14.27', '13529.47']","['11.17', '10829.32']","['12.18', '11677.69']","['14.76', '14677.29']","['9.18', '9199.34']","['7.26', '6613.11']","['5.15', '4628.96']","['6.94', '7180.45']","['7.73', '6953.04']","['16.88', '15773.41']"
1026,"['12.44', '12662.73']","['6.83', '7401.26']","['9.67', '10479.61']","['13.06', '13510.05']","['11.24', '11239.65']","['2.93', '2801.37']","['12.37', '11821.73']","['4.53', '5083.4']","['7.82', '7229.21']","['4.29', '3852.42']","['13.23', '13542.7']","['10.81', '10840.13']","['11.59', '11689.28']","['15.2', '14692.5']","['8.88', '9208.21']","['6.91', '6620.02']","['4.23', '4633.19']","['7.55', '7188']","['7.18', '6960.22']","['16.66', '15790.07']"
1027,"['12.9', '12675.63']","['6.64', '7407.9']","['10.73', '10490.35']","['13.26', '13523.31']","['11.67', '11251.32']","['3.35', '2804.72']","['11.88', '11833.61']","['4.72', '5088.12']","['6.59', '7235.8']","['3.73', '3856.15']","['13.01', '13555.72']","['10.58', '10850.7']","['11.77', '11701.05']","['14.46', '14706.96']","['9.1', '9217.31']","['6.69', '6626.71']","['4.55', '4637.75']","['7.13', '7195.12']","['6.7', '6966.92']","['16', '15806.07']"
1028,"['12.14', '12687.77']","['6.77', '7414.67']","['9.97', '10500.31']","['13.87', '13537.17']","['10.91', '11262.22']","['2.19', '2806.91']","['11.46', '11845.07']","['5.6', '5093.73']","['6.72', '7242.52']","['4.04', '3860.19']","['14.26', '13569.98']","['10.42', '10861.13']","['12.17', '11713.22']","['15.21', '14722.17']","['9.82', '9227.13']","['6.6', '6633.31']","['4.18', '4641.93']","['6.91', '7202.03']","['7.4', '6974.32']","['16.26', '15822.33']"
1029,"['12.63', '12700.4']","['7.01', '7421.68']","['10.77', '10511.08']","['13.7', '13550.87']","['11.52', '11273.74']","['2.42', '2809.34']","['11.36', '11856.42']","['4.46', '5098.19']","['6.73', '7249.25']","['4.46', '3864.65']","['13.2', '13583.18']","['11.33', '10872.45']","['11.29', '11724.51']","['15.02', '14737.19']","['9.32', '9236.45']","['6.69', '6640']","['4.19', '4646.12']","['7.82', '7209.85']","['7.15', '6981.47']","['16.28', '15838.61']"
1030,"['12.79', '12713.19']","['7.15', '7428.83']","['10.26', '10521.34']","['13.89', '13564.76']","['10.6', '11284.34']","['2.39', '2811.73']","['11.26', '11867.68']","['5.54', '5103.73']","['7.77', '7257.02']","['3.8', '3868.46']","['14', '13597.18']","['10.52', '10882.98']","['12.18', '11736.7']","['14.73', '14751.92']","['9.08', '9245.53']","['7.32', '6647.32']","['4.33', '4650.45']","['7.78', '7217.63']","['7', '6988.47']","['16.36', '15854.97']"
1031,"['12.62', '12725.82']","['7.85', '7436.68']","['9.94', '10531.27']","['13.46', '13578.22']","['11.4', '11295.74']","['2.51', '2814.23']","['11.49', '11879.17']","['4.75', '5108.48']","['7.76', '7264.79']","['3.71', '3872.17']","['13.41', '13610.59']","['11.04', '10894.01']","['11.58', '11748.28']","['15.37', '14767.29']","['9.96', '9255.5']","['6.42', '6653.73']","['4.64', '4655.09']","['6.89', '7224.52']","['7.53', '6996']","['17.1', '15872.07']"
1032,"['12.04', '12737.85']","['7.25', '7443.94']","['9.99', '10541.26']","['13.24', '13591.47']","['11.29', '11307.03']","['2.21', '2816.44']","['11.34', '11890.51']","['4.52', '5113']","['7.47', '7272.26']","['4.34', '3876.51']","['14.2', '13624.78']","['11.42', '10905.43']","['12.39', '11760.66']","['15.47', '14782.76']","['9.11', '9264.61']","['6.77', '6660.5']","['4.18', '4659.27']","['6.8', '7231.32']","['7.65', '7003.66']","['16.39', '15888.45']"
1033,"['12.25', '12750.1']","['7.53', '7451.47']","['10.74', '10552']","['13.68', '13605.14']","['11.76', '11318.79']","['3.27', '2819.71']","['11.57', '11902.08']","['4.62', '5117.63']","['7.86', '7280.12']","['3.38', '3879.89']","['14.28', '13639.06']","['11.04', '10916.47']","['11.23', '11771.9']","['14.77', '14797.53']","['9.99', '9274.61']","['6.58', '6667.08']","['5.11', '4664.39']","['7.67', '7238.99']","['7.26', '7010.91']","['16.26', '15904.72']"
1034,"['12.31', '12762.42']","['7.77', '7459.24']","['10.77', '10562.78']","['12.78', '13617.93']","['10.52', '11329.31']","['2.71', '2822.41']","['11.15', '11913.23']","['5.2', '5122.82']","['7.81', '7287.93']","['3.75', '3883.65']","['13.12', '13652.18']","['10.71', '10927.18']","['11.94', '11783.83']","['14.52', '14812.04']","['10.11', '9284.72']","['6.34', '6673.42']","['5.38', '4669.76']","['7.46', '7246.45']","['6.56', '7017.48']","['16.8', '15921.52']"
1035,"['12.59', '12775']","['7.58', '7466.82']","['10.78', '10573.56']","['13.68', '13631.6']","['10.62', '11339.92']","['2.96', '2825.37']","['11.61', '11924.83']","['4.59', '5127.41']","['7.81', '7295.74']","['4.49', '3888.13']","['13.47', '13665.64']","['11.13', '10938.31']","['11.72', '11795.56']","['15.27', '14827.31']","['9.12', '9293.84']","['7.06', '6680.47']","['4.99', '4674.75']","['7.76', '7254.21']","['7.01', '7024.48']","['16.94', '15938.46']"
1036,"['12.88', '12787.89']","['7.72', '7474.54']","['10.49', '10584.04']","['13.75', '13645.36']","['11.16', '11351.08']","['2.56', '2827.93']","['11.23', '11936.06']","['5.6', '5133.02']","['7.02', '7302.75']","['3.86', '3891.99']","['13.97', '13679.61']","['10.77', '10949.08']","['11.66', '11807.22']","['15.58', '14842.89']","['9.23', '9303.07']","['6.7', '6687.17']","['4.2', '4678.96']","['7.27', '7261.48']","['7.67', '7032.15']","['16.6', '15955.07']"
1037,"['12.61', '12800.5']","['6.7', '7481.24']","['10.65', '10594.69']","['13.07', '13658.43']","['11.73', '11362.81']","['3.06', '2830.99']","['11.41', '11947.47']","['5.24', '5138.26']","['7.23', '7309.98']","['3.75', '3895.74']","['13.79', '13693.41']","['10.86', '10959.94']","['11.94', '11819.16']","['14.48', '14857.37']","['9.21', '9312.27']","['6.25', '6693.42']","['4.7', '4683.66']","['6.92', '7268.4']","['7.79', '7039.94']","['16.78', '15971.85']"
1038,"['12.74', '12813.23']","['7.34', '7488.58']","['10.8', '10605.49']","['12.71', '13671.14']","['11.57', '11374.38']","['3.3', '2834.28']","['11.31', '11958.78']","['5.59', '5143.85']","['6.98', '7316.96']","['4.4', '3900.14']","['13.22', '13706.63']","['10.62', '10970.56']","['12', '11831.16']","['14.79', '14872.16']","['9.64', '9321.91']","['6.75', '6700.17']","['4.44', '4688.1']","['7.42', '7275.82']","['7.19', '7047.13']","['16.57', '15988.42']"
1039,"['12.1', '12825.33']","['6.62', '7495.2']","['10.8', '10616.29']","['12.97', '13684.12']","['10.7', '11385.08']","['2.79', '2837.07']","['12.38', '11971.16']","['4.88', '5148.73']","['6.65', '7323.61']","['3.56', '3903.7']","['14.01', '13720.64']","['11.15', '10981.71']","['12.15', '11843.31']","['14.37', '14886.53']","['10.07', '9331.98']","['6.93', '6707.09']","['4.93', '4693.03']","['7.68', '7283.5']","['7.03', '7054.16']","['15.97', '16004.39']"
1040,"['12.8', '12838.13']","['7.17', '7502.36']","['9.79', '10626.08']","['12.77', '13696.88']","['10.79', '11395.88']","['2.57', '2839.64']","['11.48', '11982.63']","['5.32', '5154.05']","['7.4', '7331.01']","['3.98', '3907.68']","['13.32', '13733.95']","['10.45', '10992.16']","['12.04', '11855.35']","['15.22', '14901.74']","['9.18', '9341.16']","['7.11', '6714.2']","['4.59', '4697.62']","['7.37', '7290.86']","['7.16', '7061.32']","['16.78', '16021.17']"
1041,"['12.8', '12850.93']","['7.15', '7509.51']","['10.27', '10636.35']","['12.99', '13709.87']","['10.62', '11406.5']","['3.15', '2842.79']","['12.13', '11994.76']","['4.9', '5158.95']","['7.83', '7338.84']","['3.51', '3911.19']","['13.09', '13747.04']","['10.42', '11002.58']","['11.56', '11866.91']","['15.63', '14917.38']","['9.63', '9350.79']","['6.97', '6721.18']","['5.07', '4702.69']","['7.59', '7298.45']","['7.14', '7068.46']","['16.34', '16037.51']"
1042,"['12.01', '12862.94']","['7.38', '7516.9']","['10.17', '10646.52']","['13.87', '13723.74']","['11.1', '11417.6']","['3.05', '2845.84']","['11.77', '12006.53']","['5.47', '5164.42']","['7.11', '7345.95']","['4.07', '3915.26']","['14.23', '13761.27']","['11.08', '11013.66']","['12.02', '11878.93']","['14.56', '14931.94']","['9.06', '9359.86']","['6.27', '6727.44']","['4.1', '4706.79']","['8.03', '7306.48']","['7.43', '7075.89']","['16.55', '16054.06']"
1043,"['12.97', '12875.91']","['7.22', '7524.12']","['10.73', '10657.25']","['13.43', '13737.17']","['11.02', '11428.62']","['3.07', '2848.91']","['11.91', '12018.44']","['4.57', '5169']","['7.54', '7353.49']","['4.49', '3919.75']","['13.36', '13774.63']","['11.53', '11025.18']","['11.77', '11890.7']","['15.63', '14947.57']","['9.95', '9369.8']","['7.3', '6734.75']","['4.7', '4711.49']","['7.24', '7313.73']","['6.95', '7082.84']","['16.61', '16070.67']"
1044,"['11.73', '12887.64']","['7.28', '7531.4']","['10.17', '10667.42']","['13.43', '13750.6']","['11.23', '11439.84']","['3.15', '2852.06']","['11.41', '12029.86']","['5.22', '5174.21']","['7.08', '7360.56']","['4', '3923.75']","['14.11', '13788.74']","['11.29', '11036.47']","['11.67', '11902.37']","['14.83', '14962.39']","['9.37', '9379.17']","['7.02', '6741.77']","['5.36', '4716.85']","['6.84', '7320.57']","['6.62', '7089.46']","['16.95', '16087.62']"
1045,"['13.02', '12900.65']","['7.9', '7539.29']","['10.76', '10678.18']","['12.75', '13763.35']","['11.36', '11451.21']","['2.79', '2854.85']","['12.11', '12041.96']","['4.42', '5178.63']","['7.1', '7367.66']","['3.82', '3927.57']","['14.21', '13802.94']","['10.86', '11047.33']","['11.65', '11914.02']","['14.86', '14977.25']","['10.05', '9389.22']","['6.48', '6748.24']","['5.11', '4721.96']","['7.19', '7327.75']","['6.92', '7096.38']","['16.82', '16104.43']"
1046,"['11.82', '12912.48']","['7.88', '7547.17']","['10.69', '10688.86']","['13.21', '13776.57']","['10.61', '11461.81']","['2.31', '2857.16']","['12.19', '12054.15']","['4.94', '5183.57']","['7.22', '7374.88']","['4.17', '3931.74']","['13.56', '13816.51']","['11.4', '11058.73']","['11.52', '11925.54']","['15.43', '14992.69']","['9.27', '9398.49']","['7.21', '6755.45']","['4.4', '4726.36']","['7.23', '7334.98']","['7.2', '7103.58']","['16.94', '16121.37']"
1047,"['12.69', '12925.17']","['6.99', '7554.16']","['10.21', '10699.07']","['13.7', '13790.27']","['11.32', '11473.14']","['2.67', '2859.83']","['11.43', '12065.58']","['5.21', '5188.77']","['7.09', '7381.97']","['3.75', '3935.49']","['13.02', '13829.52']","['10.68', '11069.41']","['11.36', '11936.9']","['14.7', '15007.38']","['9.11', '9407.6']","['6.94', '6762.39']","['4.96', '4731.32']","['7.99', '7342.97']","['6.77', '7110.35']","['16.84', '16138.21']"
1048,"['11.95', '12937.12']","['7.32', '7561.49']","['10.57', '10709.64']","['13.49', '13803.76']","['11.66', '11484.79']","['2.44', '2862.27']","['11.99', '12077.57']","['4.99', '5193.77']","['7.06', '7389.03']","['4.36', '3939.85']","['13.64', '13843.17']","['11.19', '11080.6']","['11.53', '11948.42']","['15.66', '15023.04']","['9.08', '9416.69']","['7.31', '6769.7']","['4.92', '4736.24']","['6.78', '7349.75']","['7.66', '7118.01']","['16.91', '16155.13']"
1049,"['12.12', '12949.24']","['7.02', '7568.5']","['10.73', '10720.37']","['12.94', '13816.71']","['11.14', '11495.93']","['2.4', '2864.67']","['11.18', '12088.75']","['5.16', '5198.93']","['7.68', '7396.71']","['3.6', '3943.45']","['13.92', '13857.08']","['11.02', '11091.62']","['12.33', '11960.76']","['15.47', '15038.51']","['9.27', '9425.95']","['6.27', '6775.97']","['4.2', '4740.44']","['7.4', '7357.16']","['7.29', '7125.29']","['16.15', '16171.28']"
1050,"['12.94', '12962.18']","['7.3', '7575.8']","['10.22', '10730.59']","['13.62', '13830.33']","['10.71', '11506.64']","['3.13', '2867.8']","['11.41', '12100.16']","['4.76', '5203.69']","['7.7', '7404.4']","['3.75', '3947.2']","['13.54', '13870.62']","['11.25', '11102.87']","['12.19', '11972.94']","['14.54', '15053.04']","['9.98', '9435.93']","['6.71', '6782.69']","['4.36', '4744.8']","['7.29', '7364.45']","['6.66', '7131.95']","['16.42', '16187.69']"
1051,"['11.88', '12974.07']","['7.36', '7583.16']","['10.28', '10740.87']","['13.95', '13844.27']","['11.05', '11517.69']","['3.34', '2871.14']","['11.26', '12111.42']","['5.58', '5209.27']","['7.16', '7411.56']","['4.49', '3951.69']","['13.93', '13884.55']","['11.51', '11114.37']","['12.29', '11985.23']","['15.04', '15068.08']","['9.07', '9445']","['6.15', '6788.84']","['5.11', '4749.91']","['7.48', '7371.93']","['7.17', '7139.12']","['16.34', '16204.03']"
1052,"['12.46', '12986.53']","['7.56', '7590.73']","['10.7', '10751.57']","['12.9', '13857.17']","['11.26', '11528.95']","['2.85', '2873.98']","['11.67', '12123.1']","['5.57', '5214.84']","['7.78', '7419.34']","['3.57', '3955.26']","['14.03', '13898.57']","['11.42', '11125.79']","['11.64', '11996.88']","['15.61', '15083.69']","['9.52', '9454.52']","['6.59', '6795.43']","['4.21', '4754.13']","['7.96', '7379.89']","['6.63', '7145.75']","['16.42', '16220.45']"
1053,"['12.38', '12998.91']","['7.6', '7598.33']","['10.71', '10762.28']","['13.02', '13870.19']","['10.65', '11539.6']","['2.99', '2876.97']","['12.38', '12135.47']","['4.79', '5219.63']","['7.09', '7426.43']","['3.39', '3958.65']","['13.26', '13911.83']","['10.39', '11136.18']","['12.24', '12009.12']","['14.62', '15098.31']","['9.81', '9464.32']","['7.11', '6802.54']","['4.7', '4758.83']","['6.77', '7386.65']","['7.39', '7153.14']","['16.75', '16237.21']"
1054,"['12.52', '13011.43']","['7.76', '7606.08']","['10.38', '10772.67']","['13.34', '13883.53']","['11.11', '11550.72']","['2.89', '2879.87']","['12.19', '12147.66']","['5.13', '5224.76']","['6.98', '7433.41']","['3.44', '3962.09']","['13.32', '13925.15']","['10.58', '11146.76']","['11.5', '12020.62']","['14.61', '15112.92']","['8.91', '9473.23']","['7.09', '6809.63']","['4.15', '4762.98']","['7.79', '7394.45']","['7.73', '7160.86']","['15.97', '16253.18']"
1055,"['12.5', '13023.93']","['6.91', '7612.99']","['10.06', '10782.72']","['13.09', '13896.62']","['11.69', '11562.41']","['2.54', '2882.41']","['11.65', '12159.31']","['5.55', '5230.31']","['6.89', '7440.3']","['4.47', '3966.56']","['13.18', '13938.34']","['11.17', '11157.93']","['11.86', '12032.48']","['15.35', '15128.27']","['9.4', '9482.64']","['6.34', '6815.97']","['4.86', '4767.83']","['7.34', '7401.79']","['7.74', '7168.6']","['16.38', '16269.56']"
1056,"['12.14', '13036.08']","['7.11', '7620.1']","['10.87', '10793.59']","['13.03', '13909.65']","['10.54', '11572.95']","['2.38', '2884.8']","['11.84', '12171.15']","['5.06', '5235.37']","['7.48', '7447.78']","['3.47', '3970.03']","['13.82', '13952.15']","['11.06', '11168.99']","['11.8', '12044.29']","['14.88', '15143.15']","['9.51', '9492.15']","['7.13', '6823.11']","['5.38', '4773.21']","['7.6', '7409.39']","['7.3', '7175.9']","['17.02', '16286.58']"
1057,"['12.96', '13049.04']","['7', '7627.09']","['10.52', '10804.11']","['13.87', '13923.52']","['10.73', '11583.68']","['2.22', '2887.02']","['11.42', '12182.57']","['4.93', '5240.31']","['7.57', '7455.35']","['4.32', '3974.35']","['13.6', '13965.76']","['11.31', '11180.3']","['12.44', '12056.73']","['15.45', '15158.6']","['9.42', '9501.57']","['6.14', '6829.25']","['4.65', '4777.86']","['7.73', '7417.12']","['7.05', '7182.95']","['17.09', '16303.67']"
1058,"['12.54', '13061.58']","['6.98', '7634.07']","['10.81', '10814.91']","['12.76', '13936.28']","['11.13', '11594.8']","['2.81', '2889.83']","['11.29', '12193.86']","['5.63', '5245.93']","['7.49', '7462.84']","['4.16', '3978.51']","['13.98', '13979.73']","['10.59', '11190.89']","['11.41', '12068.14']","['14.5', '15173.1']","['9.66', '9511.23']","['6.39', '6835.64']","['4.81', '4782.66']","['7.75', '7424.87']","['7.73', '7190.68']","['16.07', '16319.74']"
1059,"['11.95', '13073.53']","['7.57', '7641.64']","['10.91', '10825.83']","['12.92', '13949.2']","['10.7', '11605.51']","['2.57', '2892.4']","['12.1', '12205.96']","['5.18', '5251.11']","['7.04', '7469.88']","['3.6', '3982.12']","['13.92', '13993.65']","['10.34', '11201.23']","['11.34', '12079.47']","['15.57', '15188.67']","['9.21', '9520.44']","['7', '6842.64']","['4.59', '4787.25']","['7.56', '7432.43']","['7.08', '7197.76']","['16.73', '16336.47']"
1060,"['12.03', '13085.55']","['7.73', '7649.37']","['10.82', '10836.65']","['13.88', '13963.09']","['11.09', '11616.6']","['3.39', '2895.79']","['12.1', '12218.06']","['5.09', '5256.2']","['6.63', '7476.51']","['4.28', '3986.39']","['13.35', '14007']","['10.56', '11211.79']","['11.8', '12091.27']","['15.35', '15204.02']","['9.18', '9529.62']","['7.19', '6849.83']","['5.03', '4792.28']","['7.84', '7440.27']","['6.8', '7204.55']","['16.86', '16353.33']"
1061,"['11.99', '13097.54']","['7.21', '7656.59']","['10.41', '10847.06']","['12.76', '13975.85']","['11.72', '11628.32']","['3.23', '2899.03']","['11.38', '12229.44']","['5.62', '5261.82']","['6.65', '7483.15']","['3.57', '3989.96']","['13.93', '14020.93']","['11.02', '11222.81']","['12.05', '12103.32']","['15.48', '15219.49']","['9.58', '9539.2']","['6.58', '6856.41']","['4.7', '4796.98']","['7.48', '7447.75']","['6.69', '7211.25']","['15.94', '16369.28']"
1062,"['12.2', '13109.74']","['7.42', '7664.01']","['9.71', '10856.76']","['13.08', '13988.92']","['10.55', '11638.87']","['2.32', '2901.35']","['11.51', '12240.95']","['5.05', '5266.88']","['7.84', '7490.99']","['4.13', '3994.09']","['13.35', '14034.28']","['11.45', '11234.26']","['11.69', '12115']","['14.74', '15234.23']","['9.75', '9548.95']","['7.07', '6863.48']","['5.04', '4802.02']","['6.77', '7454.52']","['7.66', '7218.9']","['16.23', '16385.5']"
1063,"['12.78', '13122.52']","['7.8', '7671.8']","['9.79', '10866.55']","['13.95', '14002.87']","['10.96', '11649.83']","['2.87', '2904.22']","['11.2', '12252.15']","['4.5', '5271.38']","['7.61', '7498.6']","['3.34', '3997.43']","['13.79', '14048.07']","['11.39', '11245.64']","['11.66', '12126.66']","['15.41', '15249.64']","['8.92', '9557.87']","['7.04', '6870.52']","['4.53', '4806.55']","['6.77', '7461.29']","['6.78', '7225.69']","['16.53', '16402.03']"
1064,"['11.95', '13134.46']","['7.41', '7679.21']","['10.4', '10876.96']","['13.25', '14016.12']","['11.38', '11661.21']","['2.46', '2906.68']","['11.16', '12263.31']","['4.61', '5275.99']","['7.79', '7506.39']","['4.46', '4001.88']","['13.96', '14062.03']","['11.58', '11257.22']","['12.44', '12139.1']","['14.51', '15264.15']","['9.14', '9567']","['6.45', '6876.98']","['4.81', '4811.36']","['7.84', '7469.13']","['7.11', '7232.8']","['16.61', '16418.64']"
1065,"['13.01', '13147.48']","['6.97', '7686.18']","['9.69', '10886.65']","['13.39', '14029.51']","['10.55', '11671.75']","['2.23', '2908.91']","['11.82', '12275.12']","['5.26', '5281.25']","['7.61', '7514']","['4.04', '4005.93']","['13.93', '14075.96']","['11.57', '11268.8']","['12.43', '12151.53']","['15.6', '15279.75']","['9.84', '9576.84']","['6.19', '6883.17']","['4.76', '4816.12']","['8.01', '7477.14']","['6.53', '7239.33']","['16.46', '16435.1']"
1066,"['12.52', '13160']","['6.65', '7692.82']","['10.48', '10897.13']","['12.84', '14042.34']","['11.67', '11683.42']","['3.23', '2912.15']","['11.87', '12287']","['4.6', '5285.85']","['6.96', '7520.96']","['4.01', '4009.94']","['14.04', '14090']","['11.53', '11280.33']","['11.6', '12163.14']","['15.14', '15294.89']","['9.03', '9585.87']","['6.27', '6889.43']","['4.91', '4821.03']","['7.07', '7484.21']","['7.22', '7246.55']","['16.58', '16451.68']"
1067,"['13', '13172.99']","['7.51', '7700.34']","['10.9', '10908.03']","['13.53', '14055.87']","['10.88', '11694.3']","['3.11', '2915.26']","['12.3', '12299.3']","['5.71', '5291.56']","['7.29', '7528.25']","['3.28', '4013.22']","['13.95', '14103.95']","['10.5', '11290.83']","['11.93', '12175.06']","['15.38', '15310.27']","['9.59', '9595.46']","['6.43', '6895.86']","['4.79', '4825.82']","['6.78', '7491']","['6.8', '7253.34']","['17.03', '16468.71']"
1068,"['11.94', '13184.94']","['6.63', '7706.96']","['9.96', '10917.99']","['13.4', '14069.27']","['11.24', '11705.54']","['3.37', '2918.63']","['12.4', '12311.7']","['5.59', '5297.15']","['7.16', '7535.42']","['4.09', '4017.32']","['13.56', '14117.51']","['10.66', '11301.49']","['11.49', '12186.55']","['14.37', '15324.64']","['9.98', '9605.44']","['6.66', '6902.52']","['4.86', '4830.68']","['6.77', '7497.77']","['6.71', '7260.05']","['16.25', '16484.96']"
1069,"['12.73', '13197.67']","['6.71', '7713.67']","['9.71', '10927.71']","['12.85', '14082.12']","['10.9', '11716.44']","['2.8', '2921.44']","['11.53', '12323.24']","['5.4', '5302.54']","['7.66', '7543.08']","['3.71', '4021.02']","['13.46', '14130.97']","['10.99', '11312.47']","['12.21', '12198.76']","['15.56', '15340.2']","['9.46', '9614.9']","['6.38', '6908.9']","['4.96', '4835.63']","['7.51', '7505.27']","['6.77', '7266.82']","['16.27', '16501.23']"
1070,"['12.06', '13209.73']","['6.76', '7720.43']","['9.83', '10937.54']","['13.48', '14095.6']","['10.88', '11727.32']","['3.26', '2924.7']","['11.27', '12334.51']","['4.91', '5307.46']","['6.67', '7549.75']","['3.59', '4024.62']","['13.64', '14144.61']","['10.39', '11322.86']","['11.43', '12210.19']","['14.42', '15354.62']","['9.45', '9624.35']","['6.97', '6915.87']","['5.06', '4840.7']","['7.8', '7513.07']","['7.45', '7274.27']","['16.75', '16517.98']"
1071,"['12.29', '13222.02']","['7.7', '7728.13']","['9.71', '10947.25']","['13.58', '14109.19']","['11.2', '11738.52']","['2.23', '2926.93']","['11.45', '12345.95']","['5.01', '5312.47']","['7.66', '7557.41']","['4.24', '4028.86']","['13.15', '14157.76']","['11.59', '11334.46']","['12.32', '12222.51']","['15.1', '15369.72']","['9.11', '9633.47']","['6.15', '6922.02']","['5.12', '4845.82']","['7.42', '7520.5']","['7.6', '7281.87']","['16.19', '16534.17']"
1072,"['12.82', '13234.84']","['6.78', '7734.91']","['9.88', '10957.14']","['13.65', '14122.83']","['10.51', '11749.04']","['2.24', '2929.17']","['12.23', '12358.19']","['5.19', '5317.66']","['7.51', '7564.92']","['3.82', '4032.68']","['13.28', '14171.04']","['11.11', '11345.56']","['11.25', '12233.76']","['15.63', '15385.35']","['9.39', '9642.86']","['7.3', '6929.32']","['4.99', '4850.8']","['7.99', '7528.49']","['6.93', '7288.8']","['16.05', '16550.22']"
1073,"['12.8', '13247.64']","['7.55', '7742.46']","['10.56', '10967.7']","['13.24', '14136.07']","['10.6', '11759.64']","['3.17', '2932.34']","['11.15', '12369.34']","['5.44', '5323.1']","['6.99', '7571.91']","['4.29', '4036.97']","['14.02', '14185.06']","['10.47', '11356.04']","['11.33', '12245.09']","['14.52', '15399.87']","['9.78', '9652.64']","['6.93', '6936.25']","['4.5', '4855.3']","['7.73', '7536.22']","['6.61', '7295.41']","['16.41', '16566.64']"
1074,"['11.95', '13259.6']","['6.82', '7749.28']","['9.65', '10977.35']","['12.75', '14148.82']","['11.25', '11770.89']","['3.09', '2935.43']","['11.37', '12380.71']","['5.47', '5328.57']","['7.23', '7579.14']","['4.2', '4041.17']","['13.71', '14198.77']","['11.32', '11367.35']","['11.54', '12256.63']","['15.25', '15415.13']","['9.46', '9662.09']","['6.46', '6942.7']","['4.96', '4860.26']","['7.56', '7543.78']","['6.86', '7302.28']","['17.13', '16583.76']"
1075,"['12.66', '13272.25']","['7.13', '7756.41']","['10.8', '10988.15']","['12.72', '14161.53']","['11.38', '11782.27']","['2.45', '2937.88']","['11.5', '12392.21']","['4.71', '5333.28']","['7.62', '7586.76']","['4.33', '4045.5']","['13.15', '14211.92']","['11.16', '11378.51']","['12.08', '12268.7']","['15.12', '15430.24']","['9.5', '9671.59']","['7.09', '6949.8']","['4.95', '4865.22']","['8', '7551.78']","['6.96', '7309.24']","['16.85', '16600.62']"
1076,"['12.85', '13285.1']","['6.87', '7763.28']","['10.26', '10998.42']","['13.62', '14175.15']","['11.42', '11793.7']","['2.6', '2940.48']","['12.15', '12404.36']","['5.09', '5338.37']","['6.67', '7593.43']","['3.63', '4049.13']","['13.88', '14225.8']","['11.19', '11389.7']","['11.36', '12280.07']","['15.41', '15445.66']","['9.87', '9681.46']","['6.3', '6956.1']","['5.36', '4870.57']","['7.45', '7559.23']","['6.84', '7316.08']","['16.28', '16616.89']"
1077,"['12.95', '13298.05']","['6.93', '7770.22']","['10.9', '11009.32']","['12.93', '14188.08']","['10.52', '11804.22']","['2.53', '2943.01']","['11.24', '12415.6']","['5.21', '5343.59']","['7.41', '7600.84']","['3.19', '4052.32']","['14.05', '14239.85']","['10.9', '11400.6']","['12.23', '12292.3']","['15.54', '15461.2']","['8.86', '9690.32']","['6.79', '6962.89']","['4.15', '4874.72']","['6.98', '7566.22']","['7.68', '7323.76']","['16.63', '16633.52']"
1078,"['12.08', '13310.13']","['7.71', '7777.93']","['10.04', '11019.36']","['13.45', '14201.53']","['11.08', '11815.3']","['2.71', '2945.72']","['11.88', '12427.48']","['5.33', '5348.92']","['7.77', '7608.61']","['4.41', '4056.73']","['13.43', '14253.29']","['11.54', '11412.14']","['11.97', '12304.27']","['14.68', '15475.88']","['9.52', '9699.84']","['6.74', '6969.63']","['5.22', '4879.95']","['6.74', '7572.96']","['6.71', '7330.47']","['17.09', '16650.61']"
